Date,Year,Pros,Cons
2015-12-21,2015, have looked at all the major CRM products.. way too complicated.. for me this is exactly what I need..,-
2015-11-27,2015,"Not sure about the product yet, just started to get familiar with it so I can't fairly rate the product. But if their responsiveness to an email set-up question is any indication as to how the product works, it should be great. I Had a question about setting up the email, clicked on the chat window, got an immediate response and after a few minutes a solution to my issue. Outstanding service, which will be a large component of my ultimate decision. Well done!
",-
2015-11-24,2015,"A Great"" Do it all CRM"" ”
 Apptivo is clean and easily customized on business need. We love the flexibility and easy adaptability. It is a powerhouse CRM that has way more functions than the competitors. It is definitely an A+ at our business. In addition the support is spot on and super patient and always available .
",-
2015-11-24,2015,-,"Lots of Missed Promises and Marginal Support”
 We purchased Apptivo with lots of promises about what it could do and yet, even some of the basic stuff doesn't work. The idea that there is online customer service right in the app is great - but it appears like anyone near the help computer in their office answers that help window so you, more often than not, get a ""we'll send it to development"" response which means you will never see an answer. They say their app can ""sniff"" your email transactions and provide a record in the clients profile if you integrate with Gmail, but sadly they do not and they simply do not answer to any customer service inquiry dealing with the issue I have asked about the same issue three times and never gotten the courtesy of a response. And that's not the first time we have experience less-than-steller support, we have had to do this on multiple occasions with similar outcomes. We have asked many times about even the simplest things they should be able to do like print a profile page, which to my amazement they cannot do . It sounds cool that you have all these apps but it isn't really well integrated and they seem like too small a company to really get this thing robust. It is better than Excel for sure but it has a long way to go even for even the low rate they charge. Pay a little more, get a product that is ready for prime time and has a support team willing to follow-up. I came back here to this site to look for a better CRM than this.
"
2015-11-04,2015,"Good Satisfied”
 There's more to consider when it comes to remote technical support companies than just the services they render. To ensure that your experience is a smooth one and that you're working with qualified technicians.
",-
2015-10-12,2015,"Great product! Fantastic Service!!”
 We are currently only using the free service, but that does not mean that we get a lesser service. We mainly use the app for the google contacts sync function. Every time that I have had trouble with something, their online chat support person was there immediately to help me sort it out. Their customer service is fantastic, and every time I've had a problem they have solved it for me. I can really recommend this product!
",-
2015-11-19,2015,"""great customer service and very easy to understand product”
 the custom capability of this product has made it a winner in our books. It is easy to understand and really easy to learn. The simplicity is the best part.
""",-
2015-10-08,2015,"If Blake is any indication of my experience to come...”
 Wow! I am in the exploratory phases, but if my experience with Blake in the online chat today is any indication of things to come, I am a lucky business owner indeed. He answered all my concerns in a positive helpful (never pushy) way, in fact, suggesting a lower priced option than I had originally thought we'd needed! PCWorld went crazy for this software, and I'm seeing why. Bravo to Apptivo, and give Blake a raise!
",-
2015-09-28,2015,"Great Product, Customer support is awesome”
 I am new to Apptivo, product was very nice. Very helpful support team members.
",-
2015-09-18,2015,"Smooth UI, Highly Customizable, Impeccable Customer Service”
 I evaluated about 5 or 6 CRMs for a couple of businesses I manage and I found Apptivo the easiest to understand and it still harnessed a lot of power. Setting up and customizing a CRM to fit your own business needs is a daunting task. I really appreciate how they have 24/7 chat support (which is up most of the time, all hours of the night) so I can get a quick answer any time I get stuck or have a quick question -- this is a huge timesaver than sorting through a knowledge base (which they have a thorough knowledge base too for those who like to read). There are some things I'd like to see them deliver such as their Wordpress plugin could be a bit more customizable where, via the Leads section, you can cherry pick your custom fields to be populated on the notification email. Also, the ability to send to multiple email addresses (from this same plugin) would be a nice feature too -- I have already alerted them of my wishes and they said they're on the roadmap. Two thumbs way up, keep up the good work guys.
",-
2015-09-16,2015,"Good, need some improvement in some apps.”
 It is very good. It offers A LOT!! However, having so much apps could be a limitation because not all of them are really powerful. In fact, ""items"" app is little bit limited for companies in the distribution business. Multicurrency is still missing in several apps, even if it was asked for by several companies. the Mobile App is still very limited and roadmaps difficult to understand. Companies buy CRM based on roadmaps as well, because they need investment protection. Besides this, is very easy to use, support is good, in general apps offer a 60% needs of organizations and with some customization using the ""customize forms"" is it possible to adapt better to actual needs. Hope they keep growing and improving.
",-
2015-09-11,2015,"Simply fantastic”
 this is the first time that i have ever given a review but i had to for apptivo. i am always requesting help from the help desk. And they always respond. Always. And quickly too. and some of my problems tend to be self-explanatory but they are always efficient and polite. This app is as simple or as complicated as you need it to be. its fantastic. thank you apptivo!
",-
2015-09-02,2015,"Finally found a CRM program that just works.”
 After 6 months of research and free trials with other CRM programs, we stumbled across Apptivo. From the beginning, this app was different. It looks great both on the desktop and your mobile device. Everything is automatically saved as you work so you never loose something by accident. Apptivo offers a number of apps for free with your membership and we're just now trying out their Project Management software. We are very satisfied.
",-
2015-08-27,2015,"Product is pefect for small businesses, and is VERY SCALABLE pricewise and variety of apps”
 I looked for days to find just the right CRM system to manage my web design business. I chose apptivo because they let you have access to every single app at no extra charge, they charge me 10 bucks per user, so as my business grows, it will cost a little more, but the support team is there 24/7 in a drop down box that you can just click on inside your login area. They answer right away, send you help links, and walk you through anything you need to solve the issue at hand. i am going to even write a blog post in my web site, www.blueyperlink.com recommending them for all my self employed, that's how much i like it! Most of my web site clints are small business people and they can use Apptivo too, it's everything from Leads to Invoices, that's the ENTIRE CYCLE OF BUSINESS. It works for companies with suppliers, products inventory, just about any kind of business can use this. And it integrates with Google apps too! It's the best!
 Pros are in rating. I like many features such as access to every app
","it can get expensive if you have many employees that need to use the login area.

"
2015-08-25,2015,"“Great Service”
 Very easy to setup and a great all in one solution, I only wanted one of the apps but was surprised how easy it was to link it with Wordpress using their own plugin and then really pleased when I found out they had an IOS app that also worked perfectly!!
",-
2015-08-21,2015,"Estimates and Product management lacking”
: Overall a good CRM. Pros: Easy to add Customers and Contacts as well as other data, Good opportunities and Pipeline information can be generated easily, Very good reports can be produced....overall.... simple to learn and use the apps. Support is quick and accurate.","No duplicate entry protection, Estimates cannot be created with discounts added to the individual line items, Price changes must be done individually and not to the entire price book at once which is extremely cumbersome when you have over 2500 products in your price book.. Cannot create different revisions of a single quote, when changes are made, the original is lost or a new one must be created.
"
2015-07-31,2015,"Always there when I need a helping hand”
 I generally have a good grasp of CRM systems and how to use them. With Apptivo, I've attempted creating some intense process flows. Each time I contacted the support team, they've thoroughly assisted me with developing ways to best leverage the platform. As it turns out, we've redesigned several of our business process as a direct result of using Apptivo. In all cases, things are much simpler and more efficient. Every representative I've spoken with has been knowledgeable and helpful with addressing any questions we've had about using the system.
",-
2015-07-29,2015, I got great help when importing contact from Outlook.,-
2015-07-27,2015,"I must admit, not the easiest of systems to find your way around and it could be easier, however, I had a demo and then live chat with Ram in customer services, he answered all my questions and sorted problems, very fast - wham bam thank you RAM!!",-
2015-07-20,2015,-,"Great product. Some of the must have features for our business are still a work in progress, but once they are available - I'd jump on this product. Things we need are pretty minor, but hope they get the attention it needs: - Need timesheets to require a customer input. Currently timesheets can be created without a customer and that creates problems, since approved timesheets cannot be edited or deleted. - Need to be able to enter timesheet involving multiple customers/projects in the same period. Currently, users have to enter multiple timesheets for the same period if they worked on different customers - Our timesheet periods are set to weekly, and our week begins on a Monday. But it doesn't force the users to have a Mon-Sun period. They are able to submit time that begins in the middle of the week (Thu-Wed). - Once the above timesheet changes are implemented, would also like to see a user being limited to one timesheet per period. Don't want duplicate timesheets unnecessarily, specially since they cannot be deleted once approved - For a service oriented business, we need to be able to track an employee's time such that it gives us cost, as well as earnings, so profitability (and payroll calculations) become easier. - When each employee signs up, they have to go add each app that they have been given access to. This adds a lot of training and onboarding overhead to us. We'd like to be able to add apps to employees' accounts at an admin level, so they just have to log in and start using the apps - Similar to the last point above, we would also like to be able to control the look/feel of each of our employees' accounts. We've setup the color schemes to match the company brandings, but they don't reflect in our employees' logins. Other than these missing features, it's a great product! The customer support is exceptional. I've never seen such a dedicated support staff who is available to answer questions and help you get started so quickly.
"
2015-07-20,2015,"This guys have a very good support!
",-
2015-07-01,2015,"Great support”
 I started using Apptivo with google apps, and I had an integration problem. The support team in apptivo were excellent. They scheduled a remote meeting with me and didn't leave until the problem was solved. This gave me peace of mind knowing the system I rely on for my business is fully supported and that I can rely on Apptivo's competent support team.
",-
2015-06-23,2015,"Great support team”
 Easy to use. Great support team
",-
2015-06-22,2015,"Excellent support, no waiting time, very helpful team.”
 I have contacted the support for more than few times and they always had been stupendous.
",-
2015-06-19,2015,"I picked this product after five hours of research”
 Hi everyone, I just had a wonderful support conversaction with Kani who helped me through a couple things with the greatest of ease! the software itself works wonderfully and helps a business LITERALLY from start to finish and costs ten bucks per user. For a self employed guy like myself, it's the perfect solution. I recommend it to anyone wanting a FULL CRM Soluttion, it even works with Google docs!
",-
2015-06-17,2015,"Great support and nice CRM”
 We are learning step by step how to use this App , constantly supported by Apptivo's customer service members. Great staff.
",-
2015-06-06,2015,"CRM and Customer support in action”
 I have recently signed up with Apptivo CRM and I'm in process of setting the system up for my company. Like any large solution, regardless of your knowledge and experience, you need support from solution provider to get the value of solution you implement and use. I have to admit the online support I've got so far from Apptivo support team and resources available to me to implement and use the solution properly is great. The support team is professional, patient, and knowledgeable about the solution. I have to say this support make the whole solution extremely valuable. Thank you support team for your helps.
",-
2015-05-28,2015,"Excellent customer support”
 Software can be very confusing at first but after some help from the support team everything feels like it flows much easier.
",-
2015-05-14,2015,"Excellent Customer Support”
 Excellent customer support and very easy to use. Thank you Apptivo.
",-
2015-05-14,2015,"Excellent Support”
 By using this S/W i really feeling happy, and i easy to access the data. But a small default is we are unable set the PDF Page Size in this s/w. Thank you
",-
2015-04-20,2015,"Apptivo Application”
 Apptivo is a user friendly application and best suited for middle size company. It covers HR,CRM,Inventory & Financial application & Project Tracking.. The best thing with apptivo is that it is still developing and we can expect more functions in the near future, plus their customer service is very reliable and easy to contact.
",-
2015-04-03,2015,"I would of given a 5 if I could talk on the phone, even though I'm paying the elite highest price to be one, nobody ever seems to want to talk to me. The chat box doesn't make a sound or noise. The person did a fantastic job helping me answer my questions. Thank you again
","Couldn't figure out email templetes, oppertunity and teams I was struggling changing which email different division”"
2015-04-03,2015,"Excellent Google Contacts Sharing”
 I found it so easy to get up and running with integrating Apptivo Contacts sharing in our Google Apps domain, and received excellent, prompt and friendly support using the chat window or email. I am only in the early stages of using Apptivo, but a quick tour of what is available is very impressive upon first sight. I will come back and post another review for the other Apptivo apps as I have a chance to get to know them better. I am so happy to have discovered Apptivo after spending untold hours trying to get Insightly to work for our contact sharing needs, but getting started with Insightly was like mud wrestling an eel and email support responses took a day, sometimes more. Unlike Insightly which requires you to export your contacts from Google, then do the field-mapping yourself (for dozens and dozens of exported columns) to target fields in Insightly, Apptivo just imports directly from Google Contacts and even creates Categories that correspond to your contact groups. Then those same contacts (and their groups) are shared out to co-workers or others who you specify. The interface is very clear to use and very functional and is an attractive user experience, yet not littered with eye candy nor ""gamification"". This is a solid business environment, not boring but not overdone either. More details to come as I become qualified to add them.
",-
2015-04-01,2015,"Great product! Great Service!”
 I had try on many many trial software our there, some software are too complicated and not simple enough. This is simple and always be able to soft my need for my business. The customers service is really patient enough to help and guide me one by one even my connection line had stop few time.
  Easy to Use, this software is worth for the price. it has hit my 90% need on my business. compare to other cloud business software.
","Take some time to understand it. But it had a lot of video and great customer service to guide you step by step patiently. once you get use to it, it is a great software you can consider!
"
2015-03-20,2015,"Great Features, Patient Service!”
 I am the type of person that asks a million questions and the folks at Apptivo were patient enough to answer all of my questions.Both persons I spoke to were great! Once you get the hang of it, you will be hooked! Easy to use and lots of videos on YouTube to help you as well as Chat and a Help discussion area.
 Easy, simple to use and a great price point. Has everything you need.
","Takes a little bit of getting used to understand the navigation but once you understand it, it really is easy. Lots of videos and help available.
"
2015-03-19,2015,"Super support thanks to Prasanna”
 Nice app but really nice support team. bugs comes but it gives satisfaction that people are there to listen and support. Thanks
",-
2015-03-16,2015,"Excellent Product, Excellent Support. ”
 I like the fantastic support, customizable forms, and employment management. These features are really well put together. On the topic of customizable forms I'll just add that you can create a form that is as extensive (or simplistic) as you need. The search function for forms is fantastically easy and advanced search gives you the option to search for any data in any specific form you have which is really really good.
","There are a couple changes needed for me to rate this 10 out of 10. I love this software, but until the following issues are fixed, we will continue to have a few frustrations with using it: -You should be able to sort every column A-Z (or by date oldest to youngest) and vice-versa not just ""Standard attributes."" -Again around filtering, if you create an input box for a date, not using the 1 standard attribute ""Date Completed"" Lets give the example of using a new field you create called ""Sales Presentation Date"". You can't sort the data by a range of dates. You can only do this for the 1 standard attribute field ""Date Completed"". We have several date fields that we NEED to be able to filter the range with (e.g. to find out how many sales visits a salesman has been on during a specific month), but we cannot do this because we cannot sort or filter by date range. -Lastly the inability to PRINT directly from Apptivo is just frustrating. You have to export it to Excel (which should be a separate button and not part of a drop down menu) and then print.
"
2015-03-16,2015,"You can customize this software to do almost anything. It doesn't have calculation functionality yet so that is about the limit.  Besides that, we love using it! And it's stupid cheap! Give it a try, you wont be disappointed!
","The only other thing you'll have to consider at the moment is if you are doing a lot of date ranges searches, then you'll have to make sure you have a workaround before going ahead."
2015-03-12,2015,"feed back after using it for 3 years”
 It's very easy to use with a very friendly web interface. It's easy to setup also. It's very easy to create PO to my vendors.You have to care about how easy it is to use and how it gives you a quick response. Also, the customer management and integration with Google is a very important point.

","The tax was not applied to PO, but now it's ok. The main problem is that I cannot open in a new windows or new tab.
"
2015-03-11,2015,"A perfect tool to manage your business.”
 Apptivo software is a great tool to manage your CRM, follow ups, work orders, invoices and product managements. It's a combination of a few programs under one easy, intuitive and user-friendly system. With Apptivo, you don't need four or five different programs to manage your business.
I haven't found anything that I don't like about Apptivo.",-
2015-02-25,2015,"Great Support”
 Whenever I need help, there is always interactive support available - very helpful and efficient.
",-
2015-02-22,2015,"Satisfied user”
 I am using Apptivo little over 4 years now and I am still very satisfied. In all fairness I have to say that I don't use all features that the program has to offer. However, as a basic user I get a very easy to use and complete program and with a very goom correct and fast support as cherry on top of the ice-cream! Keep up the good work guys!
 Stable and easy to use program, very good support (chat or screen takeover) and more features that I need. It's a cloud solution so wherever I go, I can acces my administration.
","Maybe I could use some more flexibility in designing my invoice templates.
"
2015-02-22,2015,"Why I am choosing Apptivo”
: So, I have been test driving CRM's for the last 2 years. I have scanned and reviewed about 100 of the CRM's out there, and during the selection process only a few stood up to my requirements, being: -A solid sales pipeline (From lead to opportunity to sales to after-sales) -A great contact management system -The possibility to generate quotes that can be converted to work orders, to invoices etc -An integrated templated Project management system with pre-set task generation -Email (gmail) integration -Google apps for business integration -The possibility to add more functionality in the form of integrated apps when the need arises. At the end, and when all the nitty-gritty was tested, only 3 applications remained who were comparable, qua price and functionality. But where Apptivo stands out with head and shoulders above nearly ALL the CRM's I tested, is the quality and the availability of their support! As far as I know, ONLY Apptivo, has a free 24/7/365 online support chat from within the CRM, and I consider this as a huge plus point. I run a small B2B business supplying promotional products mostly in Southern Africa but rapidly growing and expanding our market. We are currently with six people, but I am confident that at our current growth rate, we will pass the 10 employee mark by the end of 2015. I have a deep passion for what I do and when it comes to the integration of a tool that in time becomes a keystone in my business, I need suppliers that share my passion. And this is exactly what the people of Apptivo do: Tested and proven, even today on a Sunday afternoon. Keep up the good work guys, I hope we will go a long way together! Edwin Spiessens Corp. Gifts and Gadgets cc South Africa www.gifts-n-gadgets.co.za Feel free to drop me any question at any time if you think I can help you by selecting a CRM: edwin@giftsngadgets.co.za
: -A solid sales pipeline (From lead to opportunity to sales to after-sales) -A great contact management system -The possibility to generate quotes that can be converted to work orders, to invoices etc -An integrated templated Project management system with pre-set task generation -Email (gmail) integration -Google apps for business integration -The possibility to add more functionality in the form of integrated apps when the need arises. As far as I know, ONLY Apptivo, has a free 24/7/365 online support chat from within the CRM, and I consider this as a huge plus point.
","If I have to say anything then it will be that the look of the user interface is a bit dull, but i will take this a hundred times to bells and whistles, and a quarter of the functionality and support!
"
2015-02-16,2015,"A lot of possibilities”
 I've been testing several invoice management systems and CRM ERPs and used to much time on it. Apptivo does have some customization flaws but nothing you can't work around. Apptivo is a complete integration of CRM and Invoice management system to control your business. There's nothing like it out there that qualifies without paying a fortune. Thumbs up for the great work
",-
2015-02-15,2015,"Great Support from team Apptivo”
 Today, I mapped data for the first time in real time, Firstly using a new CRM Apptivo, still trying to find my way around. However the support id Gr8t. Thank you Richy! I will be back!!!! again.
 Good to use the Joine.me feature will definately use it again in conjuntion with Apptivo.
","The use of the chat facility is very helpful, and the screen share feature assists novices to a see how it must be done.
"
2015-02-13,2015,"Awesome support - that you rarely need!”
 This is the most tightly integrated, simple to use CRM / Projects platform I have used. (have tested and used probably 50) It is so intuitive vs. SalesForce / Zoho etc ... that you rarely need any help but when you do, the chat support right inside your account is a God-send. Kudos for a beautiful, streamlined AND robust product. Literally life-changing for the way we work.
",-
2015-02-08,2015,"Simple and effective for small business.”
 Simple and easy to use. Best thing of the app, online support available.
",-
2015-02-06,2015,"Great and simple product with great online support”
 As a new user I like the flexibility of Apptivo. And when I can't find something in the app the best of all is the online support. They are... extremely fast and always work out a solution.
",-
2015-02-04,2015,"Great Customer Support”
 I just started exploring and using Apptivo this week. This morning I spent a couple of hours searching the web and website for a problem I was having generating a specific type of report - showing hours by task for a specific project. I then decided to try out the chat window and Blake had my question answered in about two minutes. It turns out that if the date fields are left blank, all of the tasks are included (with their own date ranges). Simple solution that I didn't think of. Thanks!
",-
2015-02-02,2015,"Great customer service.”
 Had some trouble getting started, used the chat window on their page and spoke with Blake. He was knowledgeable, responded quickly and made the installation and configuration easy. A great experience over all.
",-
2015-02-01,2015,"Great Customer Service
 The online chat support service offered by the Apptivo team is first class. I am always answered promptly and accurately. There hasn't been a question yet that could not be answered or a problem that could not be fixed. A great team supporting a great application!
",-
2015-01-26,2015,"Awesome service and system!”
 I have checked out several project management systems, but this is by far the best because it does everything. If it appears not to have something, you can just ask customer service and they show you how to do it! Ram was VERY helpful, and same with the other operators who helped me out greatly!
 They have everything you need to manage your projects, from organizing it to customer invoicing!
",-
2015-01-22,2015,"Super Customer Service”
 Very good customer service thanks for the help!
",-
2015-01-20,2015,"CUSTOMER SUPPORT and fixing issues ”
 Great company, so far the program has been very easy to use. I just started using the program for our wholesale side of our company, and its been very good, but the customer service is really the reason I am reviewing this, they went as far as connecting to my own computer and spent a good 20 min just to find out it was my mistake not theirs, but they were still helpful and never were upset at the fact that i missed something simple that created the issue i was having...
",-
2015-01-16,2015,"Customer Service and endless options and features”
 As a business, we used other CRM systems. Apptivo was an opportunity for us to use CRM which is integrated to many other business features like project management, website integration and even an eCommerce site. So far after a more than a year of using Appivo, customer service has been great. They are almost always available. We see features being added and bugs fixed in real time. Keep up the great work! Can't wait till the next release.
",-
2015-01-15,2015,"Excellent Customer Service”
 I am a small business owner starting from scratch. I have been researching CRM and financial apps that work with Google Apps. I believe I found the right spot! I haven't started using it yet, but I was so impressed with the representative that chatted with me for at least 30 minutes that i wanted to write this review. Customer service representative ""Blake"" was extremely helpful. Very detailed and mostly, was able to answer all of my questions! Thank you! I will chime in again after I have tested the program.
",-
2014-12-30,2014,"Very easy to work with and fantastic, quick response on-line customer service chat.
",-
2014-12-30,2014,"Awesome system”
 Terrific system, immensely scalable, a feature list that is endless ( prob to endless) and customer service in seconds via a convenient chat within the system
",-
2014-12-29,2014,"crm for small business”
 Very easy to use with a short learning time. The platform is versatile, but with some improvements needed. These are not major so i am sure they will be done soon, to cater for more business types.
",-
2014-12-29,2014,"Great Product!”
 An excellent solution to business management and their customer service is top notch! If you're looking for an ""all in one"" business management soluition you've come to the right place! Even if the app add on you require doesn't exist, they will put in a work order to implement this into their system in the future!
",-
2014-12-19,2014,"TOP NOTCH”
: First and foremost, customer service is awesome The application is easy and complete. My initial reason to checking this app out what because it is Google integrated. I can do everything from logging a call, creating a customer, to scheduling, attaching material allowing automating inventory, to suppliers, to invoicing. This is just a small taste to what you can do with the application. I use it for so much more! The application's server is a little slow a times. This is the only con for me.
",-
2014-12-18,2014,"Top Notch!”
 The app is perfect all around for small business. The application's options are great and has something for any small business. Integrated with Google. I literally can log calls, set up sales orders, work orders, make appointments, track and update inventory automatically, track leads, estimates, staff work on site time, load photos/documents from another source and so much more all by myself. Our company is a small business however, rapidly growing. We do everything via paper so this has improve our efficiency a great deal however, keep cost down on overhead as this does easily what you could hire 3 full time people do by hand.
 Many choices to pick and choice from at any level of account. Free version you get more than any other company offers. and as you upgrade...it gets better and better. Customer Service is awesome!
","It can be slow at times to go between each section tab and loading Some stuff does not update automatically, must be done manually.
"
2014-11-26,2014,"Great Apps. Big Help with Prospecting!”
 I use the prospecting apps and they're time savers! It's nice to have all the information in one place. Another thing I like is you only use the apps you need, but if the need arises, the other apps are there, offering an all-in-one business solution. Glad I tried Apptivo over more expensive options. This has great value and the customer service is awesome! They answer right away so you can solve your problems quickly and keep the momentum going for your marketing efforts. Highly recommend!
 Easy to Use Extensive Help Guides Great Customer Service Free to Start Using Reasonable Upgrade Fees
","-Takes Time to Learn Apps
"
2014-11-14,2014,"PATIENT AND PROFICIENT SERVICE!”
 My initial impression is EXCELLENT. I hope the app is as good as the service tech.
",-
2014-11-13,2014,"Apptivo CRM - Leads management and exploitation.”
 Price, cost of implementation, ease of customisation, simplicity, comprehensive offering, rapid implementation, ideal for sme's.
"," Apptivo is not Salesforce. As a result we were up and running in days with no need for external consultants. Obviously we had the usual customisation issues but support is excellent with lots of helpful videos on YouTube. Ideal for a small business. Start off simply. Add apps as you go.
Not as well developed as Salesforce"
2014-11-10,2014,"Pretty good Task/Time Tracking, and Project Management App”
 Very good app for project management and calculating project costs.
 Totally free. Lots of stuff to play with/edit.
","Not for now.
"
2014-11-10,2014,"Great Affordable CRM”
 I would have given 5 stars but I had a few hiccups to start the app. I had a bug which took a week or so to fix. I also was very frustrated figuring out the app the first week. If it was not for the customer service, I probably would have thrown the towel in. After a one on one webinar and constant assistance from a tech there I got it up and running. I love the customization. I have tried a couple different CRM's and to me this is the most functional. I would reccomend this for anyone looking for an affordable and efficient way to manage their leads, and customers.
 Customization, simplicity, affordability, layout, AMAZING CUSTOMER SERVICE.
","Website speed (some things take a moment to load) Would like to be able to rename the app customers
"
2014-10-31,2014,"Great and simple CRM, awesome and fast support.”
 I just installed Apptivo throught my Google Apps account after testing out a couple more CRMs that were lacking important functionnalities and so far I am impressed. I was previously using Insightly, which is also a great CRM by the way, but it lacks too many functonalities and the chat support is weaker in my opinion. I greatly recommend that CRM/mini-ERP for your management needs.
 Awesome, friendly and fast chat support directly from the app! Handful of functionalities and options Really affordable for a multi user environment Great flexibility Lot of filters Great search function App store to get more plugins
","GUI needs a bit of tweeking to be more appealing Tends to be a bit slow some time The Ledger app needs a lot of improvement, it is not enough mature as of now to replace Zoho Invoice to track my expenses and generate taxes reports.
"
2014-10-22,2014,"Great Application....Great Support”
 Apptivo is a great application...It took me a little time to get used to it but then I gradually made progress it manipulating it...And the support I got from the online Agent is awsome!! Great work! keep up the good work!
",-
2014-10-21,2014,"Support for first time use”
 Took a bit of time for me to work out how to use online support but once mastered, very easy and clear. Thanks Prim Nick
 Simple
","Sometimes easier to talk....
"
2014-10-09,2014,"For the money it's OUTSTANDING. I'm a smaller company but I find this app brilliant for all I do I'm an IT Consultant - working with people mostly I can edit, adjust, set t I like it. Briallianbt
 Price Support (A+) Accessability Functionality
","Can't think of many cons in my application of it quite honestly
"
2014-10-08,2014,"It works and is a very helpful tool for the team. Complicated to install but with the support team we managed, which implicates that everybody can do it.

","Setting up Apptivo requires skill, patience and time, neither of which I have available. Had to contact the helpdesk via chatt several times and they are wonderful. Our team has not used the App that long so the rating is meant for the support team.
"
2014-10-08,2014,"Apptivo : Great Product - Premium Customer Care”
 As an IT Support professional, I can honestly state that Apptivo support is exemplary. I was only trialing the product when I had some issues. Apptivo Support treated me like a fully paid up client. Needless to say, I'm a customer now! The product itself is superb and integrates perfectly with Wordpress. After 3 years of research, Apptivo is the best solution I've come across for capturing leads and for supporting customers from your website. At a reasonable price with a superb choice of modules, Apptivo is seriously worth a try,
 Great Price, Great Choice, Best Support I've come across
","Honestly can't find any cons at the moment!
"
2014-10-02,2014,"ALWAYS online and available to solve your problem, when possible
",-
2014-09-18,2014,"Great for contacts sharing
 I use and recommend Apptivo for contacts sharing.
",-
2014-09-13,2014,"Great APP for Small Medium Business and Start-ups”
 I am still in the testing phase of the app and the different modules it offers however I can already tell that the app is well designed and will save me a lot of money because of the different apps available as well as features .. TWO BIG THUMPS UP for the Online Support which is really a great help .. they are available to chat within seconds and have answered all my questions and provided me with links for future referral as well .. model for how online Software should work and be supported  Online Support is great - Makes sure to keep this up and to maintain this level of service .. you will lose a lot of customers if you do not pay attention to this great feature.

",None so far 
2014-08-20,2014,"Fantastic Software, Fantastic Support! Overall: Have been using Apptivo for a while now and have been blown away by the amount of effort that has been put into this online software package. Really well designed and easy to use. Also mostly intuitive workflows. The Support has been second to none, they have an on-page live chat which is usualy responded to within 60 seconds and then you can ask all your questions and I've never once not received information to help me through. Fantastic Software, Fantastic support! A real role model for how online Software should work and be supported.
Pros: Easy field creation, easy setup and a good level of depth for creating and personalising to your business' need. Massive PRO is the support and FAQ's for this software. they have a live chat feature on every page so help is only a couple seconds away
","There are a couple things that could be added to make it work a little better, like a Lead # Generator and the ability to remove ALL fields if required . You are given a fair amount of creative licence but there are a few odd restrictions.
"
2014-08-18,2014,"Getting started on the right foot!”
 My business is just starting to delve into the wholesale market. I'm pretty much a solopreneur so I don't need a lot of collaborative tools, but I did want to be able to stay on top of who I talked to and when and who ordered what and when--in short I wanted to be able to provide my customers with excellent support, and I knew I needed a solid database to keep track of our interactions. I'm also attending a few tradeshows and I need a way to write up invoices quickly and request payment electronically. Apptivo gives me all of that and MORE, a lot more--some of which I know I'm not ready to use, but I'm glad it's there when I need it. In app chat support is speedy and excellent. The program is highly customizable. Overall, I feel like I'm getting a tool set that used to be reserved only for the largest of my competitors who could afford to spend big bucks on software. If my business is David and theirs is Goliath, I just replaced my slingshot with a bazooka.
 Affordable. All features included in one price. Use only what you need. Use more as you grow into it. Very well documented. Excellent FAST support. Highly customizable.
","No complaints, but if I could suggest two features, these would make this software PERFECT for what I need: SImplified Sales Order process. For quick input at tradeshows. Integration with Shipstation for shipping orders.
"
2014-08-12,2014,"“Satisfied!”

 A big help for small business, we compared it with asana but actually we didnt have to test a long. we decided to use apptivo. better solutionts more userfriendly, quick and effecive Customer service! great job , goodd luck
",-
2014-07-29,2014,"This is a great tool for any small business owner Apptivo has everything a small business owner needs to operate a business .It is so easy ,support is always there to help you quickly.Its an awesome tool for us and we will definitely be using apptivo for a very long time.
",-
2014-07-22,2014,"Trying Out Apptivo”
 Ok, so I just need a CRM to help me manage all me trade show leads and client sales I'm in charge of. Only thing is I'm no computer wiz. I first tried Salesforce and got completely lost in how to do anything on that freaking page. SOOOO much information seemed to be required about each lead, that it got overwhelming and the customer support was seriously lacking so i gave up. I tried Apptivo based on the reviews about their great customer service. I took off a star because it was a SERIOUS pain in the butt trying to upload the leads from my last show. But the 4 stars are for the awesome customer service. I pretty much always had the same guy, Blake, helping me out which was awesome so i didnt have to keep re-explaining everything. He was patient and extremely helpful. And he was always right there to help me out in the live chat bubble. We got it all figured out so i can get to work now on my sales.
 Amazing customer service Blake my service associate
","Took a week to upload my leads
"
2014-05-01,2014,The online person was great.,"Found a bug 2 minutes into evaluating system...they verified it and said it was Mac related. Can't believe I stumbled across in 2 minutes and it's the first they heard about it. Not going to invest my life in a system like that. Can not create contacts from the customer page or vice versa (the bug). Have to create them separately and them backtrack and conner them. What problems will I find in 10 minutes of using this?

"
2014-04-27,2014,"Beyond Impressed”
 I have worked with two other CRMs. This solution beats them both for single users or groups up to 50. The cost is ONLY $10 per user/month. You determine each user's apps that are required for their job role. These apps may also be rolled out in phases. You company can 'ease into' CRM at your pace.
 You can design a CRM solution around your business. This is because of the dozens of apps that you get access to for no additional charge. This is a full-featured CRM product and mini-ERP system. It is as flexible as it is powerful. Wow.
","No integration with Constant Contact. They do have plans to offer it Q4 2014.
"
